[Measurement conditions]
Sample identification,
Comment - 1,"Configuration=Chi-Phi-Z stage 240 mm (reflection), Owner=User-1, Creation date=10/23/2015 4:48:55 PM"
Comment - 2,"Goniometer=Theta/Theta; Minimum step size 2Theta:0.0001; Minimum step size Omega:0.0001"
Comment - 3,"Sample stage=Chi-Phi-z stage 240 mm (reflection); Minimum step size Phi:0.01; Minimum step size Chi:0.01; Minimum step size Z:0.001"
Comment - 4,"Diffractometer system=EMPYREAN"
Comment - 5,"Measurement program=C:\PANalytical\Data Collector\Programs\Yuki-Relative_omega-scan.xrdmp, Identifier={714DD9F1-97E5-4756-BC72-863CC68FA22F}"
Comment - 6,"Fine Calibration Offset for 2Theta = 0.0058 deg"
Comment - 7,"Fine Calibration Offset for Omega = 0.2410 deg"
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.000
Monochromator used,YES
Generator voltage, 40
Tube current, 20
File date and time,21/Oct/2023 10:09
Unit cell,
h k l, 0 0 0
Scan axis,Omega
Scan range,22.764500,23.114000
Scan step size,0.0005000
No. of points, 699
Scan type,CONTINUOUS
2Theta,45.8784
Phi,0.00
Psi,0.00
Z,8.431
Time per step,0.088
[Scan points]
Angle, TimePerStep, Intensity
23.050250, 0.088, 0.0
23.050750, 0.088, 0.0
23.051250, 0.088, 0.0
23.051750, 0.088, 0.0
23.052250, 0.088, 0.0
23.052750, 0.088, 0.0
23.053250, 0.088, 0.0
23.053750, 0.088, 0.0
23.054250, 0.088, 0.0
23.054750, 0.088, 0.0
23.055250, 0.088, 1.0
23.055750, 0.088, 0.0
23.056250, 0.088, 0.0
23.056750, 0.088, 0.0
23.057250, 0.088, 0.0
23.057750, 0.088, 0.0
23.058250, 0.088, 0.0
23.058750, 0.088, 0.0
23.059250, 0.088, 0.0
23.059750, 0.088, 0.0
23.060250, 0.088, 0.0
23.060750, 0.088, 0.0
23.061250, 0.088, 0.0
23.061750, 0.088, 0.0
23.062250, 0.088, 0.0
23.062750, 0.088, 0.0
23.063250, 0.088, 1.0
23.063750, 0.088, 0.0
23.064250, 0.088, 0.0
23.064750, 0.088, 0.0
23.065250, 0.088, 0.0
23.065750, 0.088, 0.0
23.066250, 0.088, 0.0
23.066750, 0.088, 0.0
23.067250, 0.088, 0.0
23.067750, 0.088, 0.0
23.068250, 0.088, 0.0
23.068750, 0.088, 0.0
23.069250, 0.088, 0.0
23.069750, 0.088, 0.0
23.070250, 0.088, 0.0
23.070750, 0.088, 0.0
23.071250, 0.088, 0.0
23.071750, 0.088, 0.0
23.072250, 0.088, 2.0
23.072750, 0.088, 1.0
23.073250, 0.088, 0.0
23.073750, 0.088, 0.0
23.074250, 0.088, 0.0
23.074750, 0.088, 0.0
23.075250, 0.088, 0.0
23.075750, 0.088, 0.0
23.076250, 0.088, 0.0
23.076750, 0.088, 0.0
23.077250, 0.088, 0.0
23.077750, 0.088, 0.0
23.078250, 0.088, 0.0
23.078750, 0.088, 0.0
23.079250, 0.088, 0.0
23.079750, 0.088, 0.0
23.080250, 0.088, 0.0
23.080750, 0.088, 0.0
23.081250, 0.088, 0.0
23.081750, 0.088, 1.0
23.082250, 0.088, 0.0
23.082750, 0.088, 0.0
23.083250, 0.088, 0.0
23.083750, 0.088, 0.0
23.084250, 0.088, 0.0
23.084750, 0.088, 0.0
23.085250, 0.088, 1.0
23.085750, 0.088, 0.0
23.086250, 0.088, 0.0
23.086750, 0.088, 0.0
23.087250, 0.088, 0.0
23.087750, 0.088, 0.0
23.088250, 0.088, 0.0
23.088750, 0.088, 0.0
23.089250, 0.088, 0.0
23.089750, 0.088, 0.0
23.090250, 0.088, 0.0
23.090750, 0.088, 1.0
23.091250, 0.088, 0.0
23.091750, 0.088, 0.0
23.092250, 0.088, 0.0
23.092750, 0.088, 0.0
23.093250, 0.088, 0.0
23.093750, 0.088, 2.0
23.094250, 0.088, 0.0
23.094750, 0.088, 0.0
23.095250, 0.088, 0.0
23.095750, 0.088, 0.0
